ISSN;Estrato
2630-5119;C
2473-3350;C
1090-2716;A1
2514-8362;B4
1792-9040;C
1432-1394;A1
0264-3707;A2
2169-9356;A1
0380-1330;A2
2675-1631;C
0022-2402;A4
0263-4929;A1
0022-3530;A1
0022-3670;A1
0016-7622;B1
0026-1165;A3
0393-697X;A1
1543-8325;A2
1669-7316;B2
1387-3954;A4
1744-5051;A4
2661-8648;B3
1850-468X;B4
0065-9401;C
2637-6652;C
1873-0604;A4
0078-0421;A2
2198-5634;C
1607-7946;A4
1812-0822;C
1738-5261;B3
0208-189X;A4
2391-5447;B1
2169-2661;C
0094-8373;A2
0100-5375;B2
1529-9074;A4
0255-660X;A4
1878-5220;B3
1470-9236;A3
1066-3622;B3
1529-6466;A1
0717-3326;B3
0004-4822;B2
1133-0953;A4
1518-7470;B4
1768-9791;B3
0895-0695;A2
1012-0750;B1
2225-8531;B4
0081-3869;B4
0039-3630;A2
0039-6265;A4
0103-7374;C
0278-7407;A2
1600-0870;A2
1365-3121;A2
1994-0416;A1
1038-4871;A4
0022-1376;A2
0939-6314;A1
2595-7325;C
2610-3540;B3
0882-8156;A2
0290-9057;C
0372-8854;A1
1676-3769;B4
1492-9732;A2
0001-7132;B4
1981-5433;C
2313-9730;B2
1390-1915;B1
2168-8451;B2
2359-5353;B4
2358-5293;B4
2236-2088;B4
1980-0711;B3
0004-5608;A1
0066-4812;A1
0873-593X;A3
0102-4272;A3
0213-3563;B3
2574-5417;B1
1981-4054;B4
1647-8436;B4
1980-8976;B4
0006-6079;A1
2595-3338;B4
2605-3322;A3
1680-4031;B4
2524-9819;B4
2250-4176;B1
1519-7220;B1
2175-1048;B4
1982-2642;B4
1707-7753;A3
1147-6753;A3
2602-8085;B3
1806-3411;B4
1516-9758;B4
1414-4182;B1
1996-3041;B1
2595-8895;B4
0010-3802;A2
1468-2656;A2
1984-0101;B4
1514-5816;B3
2340-0129;A1
2007-8110;A4
2539-4401;B3
0210-492X;B1
2115-256X;B3
2111-4307;B3
0251-3625;A4
0212-1573;A3
2595-1092;B4
1865-0481;A2
1667-7900;B3
1692-0074;A3
0251-2483;B3
1792-1341;A2
0015-0010;A2
1360-0524;A1
2385-5096;B3
2448-413X;B4
1510-6020;B4
1519-8367;A4
1982-8942;A3
1668-5180;B2
2674-8126;A1
0016-7312;A3
0016-7479;B4
2611-7193;B3
1465-0045;A1
1809-198X;A3
1809-189X;A3
0338-487X;B1
1785-7716;A4
2230-7818;B4
1982-517X;B4
1732-5587;A4
2186-8662;A4
2454-8685;B3
2041-904X;A3
0020-7659;A4
1827-806X;A4
1668-9070;B4
2675-0791;B1
0886-5655;A1
2060-467X;A4
1369-183X;A1
1469-767X;A3
2379-0830;C
2160-6862;A3
1927-047X;A4
0022-4529;A3
0022-7846;B4
2675-7842;B4
0020-0093;A4
0373-5834;B2
0160-2764;B3
2109-5671;A4
1769-7298;B1
1871-4757;A3
2237-1443;B4
0303-1829;A1
0104-5512;B4
2215-9355;A4
2183-8291;B3
2198-9281;B2
2511-7475;A1
2375-494X;B1
0717-9065;B3
1363-951X;A2
1132-1202;B3
0962-6298;A1
2183-5179;B4
2282-5789;B4
2683-8915;B2
1809-2756;B4
1467-9272;A2
0305-9006;A1
1807-3042;A4
1696-1676;A3
1096-0287;A2
2250-4060;A4
2578-8574;B4
1870-3925;A3
2675-3987;B1
0717-3202;A4
0797-888X;B4
2526-0375;A3
2346-8734;B4
1852-0669;B4
2448-7368;B4
0101-9457;B4
1453-5068;B3
2445-0057;B3
2595-6566;B4
2317-1170;B2
0719-8922;B3
2236-1367;A1
2675-7400;C
2676-0355;B1
1659-4304;B1
0718-770X;B4
2448-4482;B4
2674-8533;B4
2448-2757;B4
2317-5419;A4
0326-8373;B4
1808-6764;A3
2393-073X;B3
0392-7202;A4
2074-0735;B2
1470-2541;A4
0344-4325;B4
0719-0948;B2
0101-8841;B3
1415-5893;A2
1063-1119;A3
2367-5721;B1
2372-0956;C
1518-6229;B1
2238-5525;B4
2152-7857;B3
1382-4554;A4
0279-0521;B4
1475-5661;A1
1657-0987;B4
2301-3850;A3
1571-6244;B1
0272-3638;A1
1556-4991;A1
2056-2969;B3
0104-7922;C
1676-0336;B3
2014-8534;A4
2325-0496;B3
0001-9933;A4
1779-0042;B4
1130-3557;A2
2351-8189;B3
1120-0413;B3
1980-4806;B3
0719-997X;B4
0874-9671;A4
0719-4080;B4
0719-4099;B4
1519-4566;B4
0395-2649;A1
0104-236X;A1
0761-3032;A3
2314-3908;A4
0873-819X;B2
2014-1416;A1
0120-2456;A1
0210-5810;A1
1666-6836;A2
2314-257X;A2
2524-9339;A3
1984-7408;B3
2468-9912;B2
1710-0402;B4
2418-3547;B4
0985-2395;B4
1973-3461;B3
0037-8887;A4
0211-6707;B2
2531-6249;B3
2665-4369;B3
1853-9467;B3
2530-0814;B2
2264-2668;B1
2162-2574;B3
1575-166X;A3
2513-8529;B4
1943-0779;A2
1478-8810;A4
1514-0121;B2
2422-6580;A2
1134-2277;A1
2469-0341;B3
1415-7152;B4
0104-7744;B4
1984-784X;B1
2182-7974;B1
1677-6569;B3
0210-4164;A4
0524-9767;A1
1850-2563;A1
0007-1315;A1
1885-8309;A3
1929-7653;A3
1954-3093;A2
0739-182X;B4
0007-6791;A1
0718-8471;A3
2447-4886;B2
1645-1910;B4
0103-6300;B4
2183-3176;A4
2674-5801;B4
2594-8148;B3
2422-6920;A3
0008-7157;A3
2169-0847;B1
1982-7180;B3
2182-1097;A2
1805-482X;B2
2445-1908;A2
0717-7356;A1
2256-5000;A2
0009-8078;B4
2393-2961;B2
2393-6584;B1
2362-2075;A2
0328-820X;A1
2105-0929;B3
1060-9164;A4
2386-5776;A2
2667-2448;B3
1679-9232;B4
2594-9543;B4
2463-333X;B1
1665-8965;C
1663-4837;A1
0325-1195;B1
0718-8749;A4
2451-6821;B2
0213-1269;A2
2674-5968;B3
2250-4923;B1
1741-9166;A1
1011-6370;A2
2179-121X;B3
1414-9109;B3
1409-469X;A1
2610-8860;B4
1983-4748;B4
1688-3497;B1
1982-2766;A3
0211-9536;A1
1645-6432;A2
2382-4794;A2
1666-9606;A4
2184-2108;B4
2184-4097;B3
1983-6716;B4
1517-1108;B1
1807-3867;B4
2314-2499;B3
0013-8282;B1
1414-8854;B4
2201-1919;A1
2540-6647;B3
1130-0124;A3
2250-4397;A3
1852-1568;A2
2451-5965;A1
1364-2537;B1
2675-6188;B2
2675-0554;C
1983-1293;B1
2525-3417;B2
1468-0777;A1
0325-8238;A4
0015-7120;A1
1945-2276;A1
1517-9265;A3
2027-4688;A2
1262-3717;B4
0940-5550;A1
2675-8938;C
2578-5583;B4
2183-2633;B2
2357-9366;B4
2250-5482;A3
1851-703X;A1
1138-7319;A2
0018-215X;A2
1527-1900;A2
1954-3670;B3
1661-4577;B2
2241-2816;A2
2452-5162;B3
1900-6152;A1
1579-8135;A2
0185-0172;A1
1516-7658;A3
0073-2435;A1
2014-3567;A1
0120-4661;A3
1405-0927;A2
0719-4153;A3
2027-5137;A2
1478-0542;A2
1093-4510;A2
2376-6700;B4
2046-5963;B3
2596-0377;B3
1853-6506;B2
1856-6812;A4
1413-0599;B4
0104-9585;B4
2183-1718;B1
2709-8486;C
0101-3106;B2
2589-0077;B4
2385-4219;A3
0308-5694;A2
1302-177X;A1
2179-7498;B2
0843-8714;A4
1434-4599;A1
0147-5479;A2
1862-698X;B2
2567-1111;B3
0020-8590;A1
2526-0340;B4
2079-8784;A2
0165-1153;B1
1438-4752;A2
2612-5641;B3
1516-0386;B4
0021-8170;A2
2592-8279;B3
2033-7469;B4
2405-836X;B2
1878-1373;A1
1539-8706;A1
2532-9995;B3
2325-6893;A3
0022-5037;A2
0022-5045;A2
1872-2636;B1
1356-1863;A3
1045-6007;A1
1989-2659;A3
1547-6715;B1
2009-4892;B2
0174-6324;B4
0023-8791;A2
1764-2507;A1
0222-0326;B3
1958-9247;A3
0184-7570;B2
0010-1335;A1
2526-4850;B3
0076-1508;A3
1548-9957;A4
1138-9664;B1
2416-8742;B1
1662-5579;B3
0769-3206;A4
1414-7165;A3
1470-8078;B1
0025-7273;A2
2412-3196;A2
2316-5442;B4
2526-1096;B1
2173-1306;A1
0076-230X;A1
1724-2150;A2
1807-9717;B2
0122-5197;A1
2447-0996;B3
2317-0379;B4
2527-0621;B4
0739-3148;A1
2595-8682;B3
1982-6494;C
2686-8474;B2
2175-6279;B4
0029-5973;A1
0162-2870;A3
2329-3292;B1
1851-7811;A2
2007-2309;B1
1669-3299;A3
1414-1906;A1
2451-6961;A4
2558-7935;B3
1477-464X;A1
2594-5645;A4
1519-6917;B4
2565-8763;B4
1807-9083;C
0032-2806;B4
2236-8094;B3
1476-413X;B1
0267-5315;B1
1414-9184;A4
1690-4818;B1
1390-0099;A3
1514-0032;A2
0301-6307;A2
0329-2665;A1
2260-5959;B3
1982-0828;A2
2526-8007;B2
1647-5852;B2
1470-1154;A2
2446-6158;B4
1984-185X;B4
2591-5802;B4
0719-2215;A4
2500-784X;B2
2525-4421;C
2318-244X;C
1900-1355;B2
2595-5802;C
0526-4308;B4
2526-7450;B4
0034-8325;A3
1988-3188;A1
0034-8341;A1
2594-4797;B1
2415-5896;B1
2317-1391;B4
2238-7374;B3
2313-9676;A3
0034-9216;B3
2359-0076;A4
2178-5686;C
2215-2644;A1
2317-451X;B2
1853-4503;A3
1575-0965;A1
2448-3389;B3
2237-4035;B4
1982-9760;A3
2237-6569;B1
2451-6333;B4
1983-9685;B4
2675-3901;B4
1692-4053;B3
2526-0707;B4
2667-3231;B3
2179-8109;B4
1808-5024;C
2596-1489;B4
2358-5218;B4
1984-3968;B1
2674-6131;C
2179-9040;B2
1121-7480;B1
1981-3724;B3
2675-097X;C
2316-1655;B1
2674-8916;B4
1909-5759;A1
1274-6711;B3
2532-5000;B3
1827-790X;B3
1582-6953;B3
0036-8237;A2
2687-0800;C
1298-1990;A1
1851-8753;B1
2395-8464;A1
1889-1152;A4
1972-8360;B3
1286-1715;B2
2177-7306;A3
0144-039X;A3
0951-631X;A2
1577-3531;B2
2250-5121;A4
1852-1606;A2
0038-0261;A1
1980-7848;B3
2405-7177;B3
0719-8728;B1
0392-8926;B1
0970-0161;A2
2300-2875;A3
2084-4158;A3
2038-3460;A1
1668-8600;A2
0327-5094;B1
2422-2178;B1
1852-4532;B2
0002-8762;A1
1533-6247;A3
0018-2370;B1
1949-6540;A3
0021-8723;A1
2561-3111;B4
1096-1925;B4
1230-4379;B1
0945-8549;B3
0716-9671;A3
1695-4750;B2
1527-8042;A4
2322-9381;A2
2314-2707;A3
2530-1012;A4
0718-2376;A1
0873-1233;A4
2526-4303;B2
2468-9750;B3
2254-6901;A1
2175-6163;B3
0886-117X;B4
2385-1171;B4
1205-6545;A1
2545-6504;B2
2328-0662;C
2175-6104;B3
1053-1238;B2
0747-0088;B1
2318-8219;C
2474-7521;C
1042-9670;A2
0001-4265;B2
1537-260X;A1
1201-0472;C
1032-3732;A1
1234-950X;B3
0325-2957;B4
1330-027X;B2
0001-6365;B3
2027-7822;B3
2582-1091;C
0001-7019;B2
1698-4277;B2
1518-7438;C
0306-4603;A2
1930-9139;C
0301-5556;A3
2163-9353;C
2070-0733;A2
2165-4336;B2
1079-9389;A3
2161-6825;B2
1554-3897;B3
0161-9152;A3
1805-9295;A2
1573-3254;A1
0002-5216;A1
2448-850X;B1
0188-7017;B1
0753-4973;B1
1809-4058;B3
2328-5672;A4
0002-9246;B1
1049-9091;A4
0272-6386;A1
1615-3278;C
0999-792X;B4
1518-6539;C
2594-6641;C
0212-9728;A1
0003-3006;B2
1014-2339;C
2231-0746;B2
2640-2734;B3
1468-2060;A1
2066-5997;B3
2525-3781;B4
1120-2874;B3
1688-8774;C
2674-6697;C
1683-3511;A1
1578-4487;B1
0871-1267;B3
2256-5779;A1
1365-7305;A1
0003-889X;B1
2690-0807;B3
2363-9822;A4
2639-992X;B3
2455-5495;B3
1432-8798;B1
1579-2129;A2
0004-0614;B3
1565-8961;A2
1679-6020;C
0104-7620;C
1808-0901;B3
0122-1744;C
1647-290X;C
0218-9275;B3
2047-2528;C
2522-011X;B1
1793-5482;C
2594-231X;C
0921-7134;A2
2344-5610;B3
2381-9219;C
1326-0200;A2
2038-3274;A3
1758-1559;A4
1666-0390;B4
1940-0268;C
2178-6208;C
2372-9414;A4
2454-4728;B1
1122-2344;C
2398-5399;C
2090-3146;B3
1472-6939;A1
1752-0509;A1
1130-6939;B1
2341-3409;B2
2168-975X;A4
0103-741X;B4
0524-2053;C
0173-6582;C
2046-9578;A3
0261-510X;A2
0969-4900;B1
1466-1799;A2
0993-1929;C
0303-7495;A4
1678-7544;A4
1995-5502;A4
0733-2408;B3
2316-6738;B1
2175-6910;B4
2359-6252;C
1676-8272;C
1984-8951;B4
1414-3925;B2
0103-9946;C
1413-9030;C
2175-2478;B4
0705-4580;B2
1055-9965;A1
2571-841X;C
2331-2726;B3
2473-9510;B1
2666-3791;B3
1556-3995;C
0952-9136;A3
1753-2000;A3
1750-8592;A1
1874-8988;A2
0929-7049;A2
0366-6999;A3
1135-7991;A3
2178-499X;B2
1405-0269;A2
2618-3188;B2
1359-1045;A2
2055-8260;A4
1365-2265;A2
0196-4399;B2
0936-6555;A3
0749-0690;A2
0269-9931;A1
0010-1451;B1
1753-5379;B2
0360-5302;A1
2544-7297;C
1232-308X;B3
1413-7437;B3
0100-8862;B2
1609-8110;C
2358-8217;C
2236-0875;B4
2594-8962;A2
2414-6455;B4
2246-3755;A3
1519-0544;A4
1980-7589;C
2178-4744;B2
2448-7694;B2
0963-1801;A4
2595-9662;B3
0011-1287;A1
2011-5733;A3
1740-5904;A1
0896-9205;A1
2641-0478;B1
0719-7012;B2
1988-8295;A3
1659-0139;A2
1089-2494;C
2096-6083;B2
2146-2852;B4
2452-2740;B4
2468-1881;B1
1534-6293;A2
0951-7367;A1
1940-7041;B4
1813-1867;C
0212-0585;B2
1420-8008;A4
1664-5464;A3
1471-3012;A1
2572-6978;C
2167-8677;B4
1520-6394;A1
0378-5866;A3
1363-755X;A1
1517-6428;B4
2380-5544;B2
1413-9979;C
2595-9816;C
0957-9265;A1
1078-0947;A2
2318-1400;C
0102-0110;B1
1989-8819;A4
0012-6667;A1
1174-5886;A4
0012-6772;B1
1076-9242;A2
2617-7188;C
2516-2314;B1
1540-8175;B2
0742-2822;B2
2083-3725;A4
0140-489X;B4
2105-2581;B3
2162-8777;A3
0102-3209;B3
0965-0792;A3
1668-1789;B2
1072-6691;A4
1479-439X;A3
1522-2683;A3
1070-3004;A4
1816-0948;A4
1927-6036;C
2176-1833;B4
2552-0741;B2
2161-1165;C
2256-1269;B3
0717-6759;B2
2182-8040;B3
1028-835X;B3
1851-9490;B1
1679-1371;B3
2429-4667;B2
0014-2123;B2
0014-2247;B3
1305-8223;A1
2384-9169;B1
1996-9805;A4
2544-1361;B2
0141-8211;A2
1888-8992;A2
2248-9215;C
1460-2210;A1
2352-0477;B1
2054-6181;C
2053-4213;B3
1861-6909;A3
2588-9311;A4
2314-3894;A4
1938-7237;B4
1747-4124;A3
2596-0210;C
1517-1728;B1
1696-8166;B1
0798-3069;B2
1415-370X;C
1421-9972;A2
1594-7963;C
1676-7071;C
0803-9410;A3
0872-8380;B3
0187-7372;A3
2314-7253;B1
1573-2908;A1
2236-7497;B4
0214-7564;B2
1734-5669;B1
1468-8115;A3
1040-483X;B3
1757-6288;C
1544-0052;C
2519-8688;B3
2573-2374;B2
2364-821X;B1
2590-9126;C
1471-1834;A2
2590-2296;C
2284-0753;B3
2675-0260;C
2578-7470;B2
2704-7547;C
1944-3188;C
2260-2534;B2
1947-3788;C
2214-2509;B3
1520-6777;A2
1630-7305;A3
1981-1098;C
2230-8210;B1
0975-5691;B1
0019-5456;A2
1600-0668;A1
2169-0316;A3
1469-8390;A1
1522-7227;A4
2193-8229;A2
1696-2257;B1
1469-8412;A1
2359-4691;C
1778-7807;B1
1951-6258;B1
1981-8068;A3
0325-8203;B3
1340-9050;A3
2165-2694;B2
2359-019X;B3
2595-0428;B4
0803-706X;B3
1084-0613;A2
2320-9186;C
2455-4030;C
2349-3224;C
0091-4150;B1
1312-8868;C
0218-1967;A4
2049-8888;C
2180-124X;C
1740-0589;A3
0974-7052;B3
2349-3240;C
0955-6222;A4
0020-7160;A3
2309-6640;C
2377-8075;B4
2010-3654;A4
2073-9729;B2
2227-524X;C
0974-3154;C
1744-1595;B1
2168-4820;B4
2313-1535;A4
1865-7923;A4
1368-2822;A1
2226-4523;B4
1793-8198;B1
2077-124X;A3
2581-902X;C
1557-0657;A3
2090-2158;B1
1705-5105;A3
2278-5221;B1
2008-8213;A3
1365-1501;A4
0091-2174;B2
1889-1780;A3
1931-762X;A4
2327-5510;C
2006-988X;C
1738-9984;C
2640-0936;B4
1066-8969;B1
1942-2679;B1
2528-9810;C
1931-3152;A1
2360-8803;B1
0306-7734;A2
2042-6453;B2
1981-6472;B2
1664-9737;B1
2251-631X;B3
2186-3644;A2
2090-4355;B3
2381-8808;B4
1647-7251;B3
1678-3387;C
1022-386X;B1
2746-1440;C
2594-8016;B3
2562-7600;B3
2238-3581;C
1676-0166;C
0987-7983;B4
1156-0428;A3
2575-1654;A3
2693-2180;C
2208-2425;B3
1798-2340;C
0021-857X;A1
2155-6113;C
2090-8873;A4
1439-0388;A1
2299-9965;A4
1930-6792;B3
2211-3681;A3
2548-3269;B1
0162-3257;A1
2395-3438;B3
1176-7529;B1
1573-0689;B1
0021-9495;A4
2157-2518;C
1873-961X;A3
2689-2812;B3
1062-1024;A1
2155-9880;A3
1537-4416;A1
2379-0652;B3
1522-0443;B2
1527-7755;A1
1567-7095;B2
0898-929X;A2
0889-8391;A2
1345-8647;B3
2410-2938;B1
1573-4951;A2
0022-0116;A3
0974-8237;B1
0022-0256;A3
1991-7902;B1
2470-9735;B3
1935-5068;B2
2345-6485;B4
2515-0995;B3
2149-214X;A2
1541-4140;A2
0737-0652;A3
2576-6430;B4
1362-3079;A2
0022-0965;A1
0278-7393;A1
2372-0115;B2
0972-6802;A4
0022-1260;B2
2639-3360;B2
0022-1341;A3
2093-2685;A1
1344-9702;B4
2509-4971;A4
2455-3786;B2
0047-2484;A1
1326-0219;A4
1539-3585;A2
2079-3200;B4
1572-8145;A1
2229-5194;B3
1092-5872;A3
2324-7096;B1
2234-7550;B2
2329-6917;B1
1522-2586;A1
1682-4474;C
2473-7313;B3
2214-3602;A4
2455-5487;B3
2363-8761;B3
2639-1252;B4
1341-9145;A4
2321-3841;B3
2278-0203;B2
1465-3133;A4
0825-8597;A4
2213-5316;A4
1943-3670;A1
2637-7160;C
0976-4879;B1
1361-6447;A4
2309-7981;B1
2637-7721;C
1099-0488;A2
1743-9760;A1
1078-4659;A3
2095-283X;B1
2319-1023;C
1081-597X;A1
2767-5122;C
2423-6438;B2
2317-5907;B3
2329-9037;A2
2320-0059;C
2325-9639;C
2379-0822;C
1948-660X;A2
0094-1700;A3
2161-0673;B3
2379-1551;B2
1468-3083;A1
0929-6646;A1
1043-4070;A3
0970-4388;B1
2212-4438;B2
2041-9775;B3
8755-3449;B2
2328-1723;B1
2167-1222;B1
2329-6925;B3
0748-321X;A3
1352-0504;A2
1941-8477;A4
2083-4535;A3
2306-7691;B4
0895-2841;A3
2054-2704;B1
2573-1548;B4
2578-3793;B4
1930-2975;A2
2378-5977;B1
2611-6685;B4
0932-3902;B2
0145-840X;A1
0121-8530;A2
0248-8663;B2
2358-520X;C
2327-3798;A1
1547-3341;A1
0100-8390;B1
1981-6871;B4
2256-5450;A3
0716-5811;A4
1517-0136;B4
0872-2498;B2
0076-1648;C
2674-6417;B3
1740-8776;A2
0927-796X;A1
1314-3344;B3
1450-5932;B4
1551-0018;A4
2156-8472;A4
1477-8602;A4
1099-1476;A3
1760-6101;A2
1081-2865;A3
2454-5880;A3
0932-4194;A3
2397-9119;B2
1668-3897;B4
2028-3997;C
2311-6196;C
0090-502X;A3
0965-8211;A1
1984-980X;B1
1679-4427;B1
0719-4862;A3
0272-930X;A3
0875-019X;B2
1324-4272;B4
0738-1085;A3
1741-8984;B1
1424-9286;A3
1827-1723;B2
2176-5995;C
1364-5706;B2
2407-6724;B1
1984-3313;B4
2448-2293;A4
1434-4475;A4
0929-9629;B1
2447-8369;C
2145-5092;B1
1982-8527;B1
1355-4794;A4
1364-6745;A3
0344-5607;A2
1573-5214;A1
0362-546X;A2
1468-1218;A1
1128-2401;B3
2562-7147;B3
1850-3578;B1
0749-159X;A1
2674-8347;C
1753-495X;B1
2377-4304;C
2333-3561;B3
2176-1000;C
1390-9967;B3
2215-3411;B3
2178-3128;B4
2177-2673;B1
2573-8771;B2
2053-3624;A4
2640-7795;B2
2164-5388;B4
2164-2788;C
2165-3372;B4
2160-8717;B4
2570-1479;B3
2509-8837;B4
1079-2104;A2
2038-5501;C
1433-2965;A2
2304-9464;B2
1122-5300;B4
2373-3799;B3
2451-0742;B3
2081-237X;B3
1565-4753;B1
1541-1389;A3
1870-5766;A4
1645-6971;A4
2448-4695;B3
0896-8608;A4
1409-3251;B1
1569-1500;B3
2611-3775;B1
1983-1900;C
2526-8058;B1
0905-4383;A3
2527-2020;B2
1549-1277;A1
2147-9429;B1
1679-5938;C
1984-6223;C
1531-7714;A4
2081-8130;B1
0390-5195;A4
2041-2983;A4
2196-1042;A4
2090-3111;A2
1518-398X;B4
0214-9915;A1
1687-7438;B1
1095-158X;A3
1354-8506;A3
0033-3549;A4
0214-1493;A2
2189-3756;C
0872-8267;B1
0211-3325;B1
2574-8084;B4
1133-1747;B3
1001-0521;A2
2618-3455;B2
1992-6510;B1
0999-5021;C
0103-2828;B3
2182-0228;C
0034-222X;B2
1020-4067;A2
1983-4624;C
2059-6596;A4
0886-022X;A3
2359-3326;C
2222-145X;B2
1834-5530;A2
2362-5031;B3
2524-1125;B3
1743-0666;B1
2425-6897;A1
0167-8299;A1
0129-055X;A3
0104-3072;B4
1852-8538;C
1989-6972;C
1807-491X;B3
1887-0929;B2
2683-9032;C
0327-6716;A2
1853-810X;B3
2359-0343;B4
0102-9010;B4
2317-1375;B2
2358-5153;C
2319-0361;B4
2318-0404;B1
2238-5428;C
1983-5590;B4
1518-6784;A4
2357-7088;C
1808-2289;B4
0718-4379;B4
1807-5916;B4
2527-0214;B2
1794-8347;A3
1415-742X;B2
2595-8801;B3
2312-3923;B3
2447-3405;B1
2307-390X;B3
2675-5033;C
0719-2177;A4
2317-3025;B4
1676-6849;B4
0034-7418;B4
2216-1201;A4
2500-8870;B3
2675-1399;C
2182-6587;B3
0138-6557;B4
2178-7603;A3
1678-1805;A3
1983-3164;C
1517-8242;A4
1678-9350;C
0103-7544;B3
2318-9983;C
1519-9916;C
1676-8566;C
2178-9789;B4
2238-7102;B3
0124-5996;B3
1576-0162;A3
2452-4263;C
0213-7585;B2
2182-1526;B2
0211-0040;A4
1815-5928;B1
0325-6375;B2
2255-5986;B1
1679-5547;C
0188-3658;C
1514-9765;B3
1315-2556;C
0101-1774;B3
0104-4850;C
0103-0663;B2
2318-8960;B2
2675-3561;C
2145-6569;B2
1133-2670;C
0716-9736;B1
2526-8155;B3
2007-3321;B1
2318-2016;A2
1807-6637;A4
2594-6374;B2
1809-3779;C
2179-491X;C
2448-2102;B3
2244-7318;B4
2007-9249;B3
2177-7748;C
2675-5718;B3
2314-3207;C
2595-3443;B2
2178-9479;A2
0211-139X;B2
1575-0620;B3
1981-2116;B2
2183-380X;B3
0874-6885;A3
2179-9660;B3
2448-4458;B2
1983-148X;B2
2526-9682;B4
0034-9542;C
0718-5693;C
0797-9282;C
2590-8537;C
1518-6768;B3
2254-7207;B3
2763-616X;C
2445-1711;B1
2386-7507;B3
2674-869X;B2
2529-9638;B1
1808-2807;A1
0718-7467;B2
2358-2154;B3
1415-1928;A3
2317-7985;B4
1519-5570;C
2448-6795;B1
2604-6180;B3
0873-7630;B2
2176-4069;C
1414-6304;C
2527-1164;B3
1807-7994;C
2358-9175;C
1677-6704;B4
2238-1082;B4
2316-2848;B3
2177-6490;C
2236-7160;B3
1983-909X;B4
1646-2122;B4
0873-9129;B1
2426-9577;C
1851-7072;B1
2357-8378;B4
0719-7721;A4
1668-4788;B3
2446-5046;B4
2595-3451;C
1982-3290;B3
1519-4744;B4
1676-9228;C
1809-0028;C
2357-514X;B1
1980-2358;C
0703-6337;A1
2497-2703;B4
2084-9834;B2
0104-7914;B4
1891-6511;B1
2353-1428;B1
2410-065X;B3
1946-3979;A4
2168-1805;B1
2215-0013;A3
2640-4621;B3
2178-3608;C
2316-8994;A2
1753-5409;A4
2574-4046;B4
2179-5258;B4
2448-3060;B2
2254-3902;B3
1806-0447;B4
0887-2171;B1
1022-0364;A4
1676-6806;A2
2236-6180;B4
0363-0129;A2
0036-1410;A1
0036-1429;A1
2177-6784;A4
1337-9984;B4
0885-7466;B1
1747-0927;A2
1747-0919;A2
2531-5951;A3
2108-6915;A4
0141-9889;A2
1754-4505;B2
1973-2201;B4
1618-2510;A4
0736-2994;A4
1572-9001;A4
1736-5899;A4
1676-157X;B1
1666-244X;B4
1477-7487;A4
2470-637X;B1
1553-3174;B2
2079-8954;A3
0716-0798;A3
2525-7900;B4
2165-0519;C
2173-6588;B3
0928-7329;B3
0040-1706;A2
2659-4269;C
2299-9906;B2
1909-8391;A4
1516-6856;B3
1678-1988;B1
1981-9935;B4
0002-9548;A2
0002-9610;A2
0002-7162;A1
1920-2903;A4
1545-1569;A4
2517-6323;C
2310-5704;B1
1066-4807;A4
1089-9367;B3
0361-7882;A4
1557-7224;C
0895-8831;B1
2156-9614;B3
0972-4052;B1
1308-7649;B2
0832-7823;A4
1727-0634;B1
0022-4545;A3
1224-9173;B1
2210-3163;B2
1971-4009;B1
1073-8584;A1
0272-3433;A2
1138-7416;A1
2634-7997;C
1759-720X;A1
2596-2841;C
2152-4947;B4
0964-4563;A1
2459-3087;B2
0101-8701;C
1946-9837;A4
1688-8197;B2
0103-1813;A1
2594-9063;B1
0142-3312;A4
1363-4615;A3
1807-2623;B1
2573-2102;A4
2379-2868;A4
1942-7867;A4
2160-8288;C
1300-0098;B1
2587-1250;B4
1669-9904;B4
2595-9239;B2
2011-2734;A3
1756-297X;B2
2522-6215;C
0042-1138;A4
1078-1439;A2
2161-623X;A4
1692-5106;C
1665-1537;C
0874-5102;B2
0165-7380;A2
2347-3517;B2
2248-485X;B1
1745-0128;B2
1876-1658;A3
1806-0099;C
2449-1616;B3
1932-6270;C
2032-6653;B2
0976-6006;B4
0043-9339;A2
0175-0488;A4
0939-3889;A2
0329-8019;B2
0871-1992;C
1518-0581;B2
0329-9147;B3
1778-4034;B3
0717-3504;C
0002-0184;A1
0002-0206;A1
2591-3425;C
1461-0213;B2
0888-3181;C
0213-1854;B2
1139-9139;C
0716-4254;B2
1286-4986;A2
0122-4484;A2
2035-7680;A2
0872-2323;C
1841-964X;B1
1842-0400;B2
2675-2239;C
2675-7419;C
2674-5798;C
0210-4547;A4
2357-8602;C
1984-7947;B2
1989-9130;C
2333-9691;A1
2589-0433;C
0003-5157;B3
1518-3610;B3
0142-6001;A1
2651-2629;A3
1868-6311;A1
2179-6106;C
0003-7982;A3
2659-8957;C
2314-3576;C
0325-4194;B2
1125-3967;A2
0103-9253;B3
0871-2735;B3
1983-6759;C
2462-5035;B3
1128-2584;C
1584-1804;B3
1122-6250;C
1807-6130;C
0521-9744;A2
1853-9580;A3
2058-3680;B2
0939-2815;B2
2177-3033;B4
2039-6597;C
0045-1959;C
1366-7289;A1
0160-628X;C
1300-9567;A3
0874-1921;C
1135-7002;B2
2408-4417;C
2386-5830;C
0798-9709;A4
0214-9117;B2
1660-4938;B2
2712-7702;C
1882-3394;B1
2434-852X;C
